"";"frame.time";"ip.src";"ip.dst";"ip.proto";"frame.len"
"2509";"Mar  8, 1999 14:05:18.145815000 CET";"208.209.46.37";"172.16.112.100";"6";595
"2510";"Mar  8, 1999 14:05:18.148957000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2511";"Mar  8, 1999 14:05:18.149119000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2512";"Mar  8, 1999 14:05:18.183731000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2513";"Mar  8, 1999 14:05:18.188100000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2514";"Mar  8, 1999 14:05:18.188232000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2515";"Mar  8, 1999 14:05:18.188330000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2516";"Mar  8, 1999 14:05:18.191251000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2517";"Mar  8, 1999 14:05:18.193225000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2518";"Mar  8, 1999 14:05:18.193352000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2519";"Mar  8, 1999 14:05:18.193989000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2520";"Mar  8, 1999 14:05:18.198247000 CET";"172.16.112.100";"208.209.46.37";"6";394
"2521";"Mar  8, 1999 14:05:18.208565000 CET";"172.16.112.100";"208.209.46.37";"6";398
"2522";"Mar  8, 1999 14:05:18.219033000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2523";"Mar  8, 1999 14:05:18.229036000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2524";"Mar  8, 1999 14:05:18.292026000 CET";"208.209.46.37";"172.16.112.100";"6";1514
"2525";"Mar  8, 1999 14:05:18.293258000 CET";"208.209.46.37";"172.16.112.100";"6";1514
"2526";"Mar  8, 1999 14:05:18.293425000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2527";"Mar  8, 1999 14:05:18.299059000 CET";"208.209.46.37";"172.16.112.100";"6";1230
"2528";"Mar  8, 1999 14:05:18.299250000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2529";"Mar  8, 1999 14:05:18.310837000 CET";"208.209.46.37";"172.16.112.100";"6";447
"2530";"Mar  8, 1999 14:05:18.313571000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2531";"Mar  8, 1999 14:05:18.313729000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2532";"Mar  8, 1999 14:05:18.318468000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2533";"Mar  8, 1999 14:05:18.318670000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2534";"Mar  8, 1999 14:05:18.318884000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2535";"Mar  8, 1999 14:05:18.322854000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2536";"Mar  8, 1999 14:05:18.322984000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2537";"Mar  8, 1999 14:05:18.324280000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2538";"Mar  8, 1999 14:05:18.324399000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2539";"Mar  8, 1999 14:05:18.325702000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2540";"Mar  8, 1999 14:05:18.325822000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2541";"Mar  8, 1999 14:05:18.328739000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2542";"Mar  8, 1999 14:05:18.330744000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2543";"Mar  8, 1999 14:05:18.331219000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2544";"Mar  8, 1999 14:05:18.332367000 CET";"172.16.112.100";"208.209.46.37";"6";486
"2545";"Mar  8, 1999 14:05:18.334438000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2546";"Mar  8, 1999 14:05:18.334544000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2547";"Mar  8, 1999 14:05:18.335498000 CET";"172.16.112.100";"208.209.46.37";"6";490
"2548";"Mar  8, 1999 14:05:18.335961000 CET";"172.16.112.100";"208.209.46.37";"6";486
"2549";"Mar  8, 1999 14:05:18.337062000 CET";"172.16.112.100";"208.209.46.37";"6";487
"2550";"Mar  8, 1999 14:05:18.349004000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2551";"Mar  8, 1999 14:05:18.349208000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2552";"Mar  8, 1999 14:05:18.358997000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2553";"Mar  8, 1999 14:05:18.359200000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2554";"Mar  8, 1999 14:05:18.393125000 CET";"208.209.46.37";"172.16.112.100";"6";235
"2555";"Mar  8, 1999 14:05:18.396380000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2556";"Mar  8, 1999 14:05:18.396536000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2557";"Mar  8, 1999 14:05:18.400607000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2558";"Mar  8, 1999 14:05:18.404189000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2559";"Mar  8, 1999 14:05:18.438198000 CET";"208.209.46.37";"172.16.112.100";"6";226
"2560";"Mar  8, 1999 14:05:18.438424000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2561";"Mar  8, 1999 14:05:18.438565000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2562";"Mar  8, 1999 14:05:18.444334000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2563";"Mar  8, 1999 14:05:18.447895000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2564";"Mar  8, 1999 14:05:18.448199000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2565";"Mar  8, 1999 14:05:18.452496000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2566";"Mar  8, 1999 14:05:18.452612000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2567";"Mar  8, 1999 14:05:18.454042000 CET";"172.16.112.100";"208.209.46.37";"6";487
"2568";"Mar  8, 1999 14:05:18.468981000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2569";"Mar  8, 1999 14:05:18.480967000 CET";"208.209.46.37";"172.16.112.100";"6";230
"2570";"Mar  8, 1999 14:05:18.481163000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2571";"Mar  8, 1999 14:05:18.481308000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2572";"Mar  8, 1999 14:05:18.486235000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2573";"Mar  8, 1999 14:05:18.489838000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2574";"Mar  8, 1999 14:05:18.491812000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2575";"Mar  8, 1999 14:05:18.496085000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2576";"Mar  8, 1999 14:05:18.496207000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2577";"Mar  8, 1999 14:05:18.497267000 CET";"172.16.112.100";"208.209.46.37";"6";484
"2578";"Mar  8, 1999 14:05:18.518959000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2579";"Mar  8, 1999 14:05:18.523001000 CET";"208.209.46.37";"172.16.112.100";"6";226
"2580";"Mar  8, 1999 14:05:18.523168000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2581";"Mar  8, 1999 14:05:18.523313000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2582";"Mar  8, 1999 14:05:18.528332000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2583";"Mar  8, 1999 14:05:18.531885000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2584";"Mar  8, 1999 14:05:18.531965000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2585";"Mar  8, 1999 14:05:18.536197000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2586";"Mar  8, 1999 14:05:18.536321000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2587";"Mar  8, 1999 14:05:18.544911000 CET";"172.16.112.100";"208.209.46.37";"6";490
"2588";"Mar  8, 1999 14:05:18.568958000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2589";"Mar  8, 1999 14:05:18.595235000 CET";"208.209.46.37";"172.16.112.100";"6";227
"2590";"Mar  8, 1999 14:05:18.595411000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2591";"Mar  8, 1999 14:05:18.595557000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2592";"Mar  8, 1999 14:05:18.600745000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2593";"Mar  8, 1999 14:05:18.601517000 CET";"208.209.46.37";"172.16.112.100";"6";227
"2594";"Mar  8, 1999 14:05:18.601599000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2595";"Mar  8, 1999 14:05:18.601722000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2596";"Mar  8, 1999 14:05:18.604530000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2597";"Mar  8, 1999 14:05:18.604987000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2598";"Mar  8, 1999 14:05:18.608889000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2599";"Mar  8, 1999 14:05:18.609016000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2600";"Mar  8, 1999 14:05:18.610452000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2601";"Mar  8, 1999 14:05:18.611378000 CET";"172.16.112.100";"208.209.46.37";"6";480
"2602";"Mar  8, 1999 14:05:18.612585000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2603";"Mar  8, 1999 14:05:18.628949000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2604";"Mar  8, 1999 14:05:18.659774000 CET";"208.209.46.37";"172.16.112.100";"6";337
"2605";"Mar  8, 1999 14:05:18.663336000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2606";"Mar  8, 1999 14:05:18.663496000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2607";"Mar  8, 1999 14:05:18.667331000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2608";"Mar  8, 1999 14:05:18.670916000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2609";"Mar  8, 1999 14:05:18.708358000 CET";"208.209.46.37";"172.16.112.100";"6";230
"2610";"Mar  8, 1999 14:05:18.711534000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2611";"Mar  8, 1999 14:05:18.711692000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2612";"Mar  8, 1999 14:05:18.717364000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2613";"Mar  8, 1999 14:05:18.720972000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2614";"Mar  8, 1999 14:05:18.731301000 CET";"208.209.46.37";"172.16.112.100";"6";220
"2615";"Mar  8, 1999 14:05:18.731496000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2616";"Mar  8, 1999 14:05:18.731636000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2617";"Mar  8, 1999 14:05:18.736644000 CET";"172.16.112.100";"208.209.46.37";"6";60
"2618";"Mar  8, 1999 14:05:18.740219000 CET";"208.209.46.37";"172.16.112.100";"6";60
"2619";"Mar  8, 1999 14:05:19.519032000 CET";"172.16.115.234";"172.16.112.100";"17";110
"2620";"Mar  8, 1999 14:05:20.355441000 CET";"";"";"";60
"2621";"Mar  8, 1999 14:05:23.553255000 CET";"172.16.112.100";"172.16.112.10";"17";90
"2622";"Mar  8, 1999 14:05:23.553714000 CET";"172.16.112.10";"172.16.112.100";"17";90
"2623";"Mar  8, 1999 14:05:26.568095000 CET";"172.16.112.50";"172.16.112.10";"17";90
"2624";"Mar  8, 1999 14:05:26.568489000 CET";"172.16.112.10";"172.16.112.50";"17";90
"2625";"Mar  8, 1999 14:05:27.095756000 CET";"192.168.1.30";"172.16.112.5";"17";146
"2626";"Mar  8, 1999 14:05:27.133188000 CET";"";"";"";60
"2627";"Mar  8, 1999 14:05:27.134723000 CET";"";"";"";60
"2628";"Mar  8, 1999 14:05:27.135663000 CET";"172.16.112.5";"192.168.1.30";"17";182
"2629";"Mar  8, 1999 14:05:30.353255000 CET";"";"";"";60
"2630";"Mar  8, 1999 14:05:34.810750000 CET";"172.16.0.1";"224.0.0.9";"17";86
"2631";"Mar  8, 1999 14:05:40.351074000 CET";"";"";"";60
"2632";"Mar  8, 1999 14:05:43.603742000 CET";"172.16.112.100";"172.16.112.20";"17";77
"2633";"Mar  8, 1999 14:05:43.604721000 CET";"172.16.112.20";"192.168.1.20";"17";77
"2634";"Mar  8, 1999 14:05:43.609265000 CET";"192.168.1.20";"172.16.112.20";"17";137
"2635";"Mar  8, 1999 14:05:43.609828000 CET";"172.16.112.20";"172.16.112.100";"17";137
"2636";"Mar  8, 1999 14:05:43.613282000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2637";"Mar  8, 1999 14:05:43.620082000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2638";"Mar  8, 1999 14:05:43.620200000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2639";"Mar  8, 1999 14:05:43.621040000 CET";"172.16.112.100";"204.202.129.234";"6";320
"2640";"Mar  8, 1999 14:05:43.642754000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2641";"Mar  8, 1999 14:05:43.717838000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2642";"Mar  8, 1999 14:05:43.719058000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2643";"Mar  8, 1999 14:05:43.719226000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2644";"Mar  8, 1999 14:05:43.725625000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2645";"Mar  8, 1999 14:05:43.726862000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2646";"Mar  8, 1999 14:05:43.728116000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2647";"Mar  8, 1999 14:05:43.728242000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2648";"Mar  8, 1999 14:05:43.728301000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2649";"Mar  8, 1999 14:05:43.734482000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2650";"Mar  8, 1999 14:05:43.735714000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2651";"Mar  8, 1999 14:05:43.735784000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2652";"Mar  8, 1999 14:05:43.737016000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2653";"Mar  8, 1999 14:05:43.738248000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2654";"Mar  8, 1999 14:05:43.738454000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2655";"Mar  8, 1999 14:05:43.738546000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2656";"Mar  8, 1999 14:05:43.740054000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2657";"Mar  8, 1999 14:05:43.744046000 CET";"204.202.129.234";"172.16.112.100";"6";1514
"2658";"Mar  8, 1999 14:05:43.745198000 CET";"204.202.129.234";"172.16.112.100";"6";1429
"2659";"Mar  8, 1999 14:05:43.745292000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2660";"Mar  8, 1999 14:05:43.745362000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2661";"Mar  8, 1999 14:05:43.745482000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2662";"Mar  8, 1999 14:05:43.766356000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2663";"Mar  8, 1999 14:05:43.830463000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2664";"Mar  8, 1999 14:05:43.830666000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2665";"Mar  8, 1999 14:05:43.830873000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2666";"Mar  8, 1999 14:05:43.835422000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2667";"Mar  8, 1999 14:05:43.835550000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2668";"Mar  8, 1999 14:05:43.837412000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2669";"Mar  8, 1999 14:05:43.837534000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2670";"Mar  8, 1999 14:05:43.839286000 CET";"172.16.112.100";"204.202.129.234";"6";375
"2671";"Mar  8, 1999 14:05:43.839388000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2672";"Mar  8, 1999 14:05:43.839506000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2673";"Mar  8, 1999 14:05:43.843323000 CET";"172.16.112.100";"204.202.129.234";"6";375
"2674";"Mar  8, 1999 14:05:43.844012000 CET";"172.16.112.100";"204.202.129.234";"6";374
"2675";"Mar  8, 1999 14:05:43.852744000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2676";"Mar  8, 1999 14:05:43.862763000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2677";"Mar  8, 1999 14:05:43.862966000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2678";"Mar  8, 1999 14:05:43.865611000 CET";"204.202.129.234";"172.16.112.100";"6";1078
"2679";"Mar  8, 1999 14:05:43.865859000 CET";"204.202.129.234";"172.16.112.100";"6";287
"2680";"Mar  8, 1999 14:05:43.865974000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2681";"Mar  8, 1999 14:05:43.866000000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2682";"Mar  8, 1999 14:05:43.866078000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2683";"Mar  8, 1999 14:05:43.875922000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2684";"Mar  8, 1999 14:05:43.879776000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2685";"Mar  8, 1999 14:05:43.880858000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2686";"Mar  8, 1999 14:05:43.885777000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2687";"Mar  8, 1999 14:05:43.885892000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2688";"Mar  8, 1999 14:05:43.886784000 CET";"172.16.112.100";"204.202.129.234";"6";374
"2689";"Mar  8, 1999 14:05:43.902684000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2690";"Mar  8, 1999 14:05:43.923296000 CET";"204.202.129.234";"172.16.112.100";"6";236
"2691";"Mar  8, 1999 14:05:43.923364000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2692";"Mar  8, 1999 14:05:43.923497000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2693";"Mar  8, 1999 14:05:43.928696000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2694";"Mar  8, 1999 14:05:43.932187000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2695";"Mar  8, 1999 14:05:43.932717000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2696";"Mar  8, 1999 14:05:43.937201000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2697";"Mar  8, 1999 14:05:43.937318000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2698";"Mar  8, 1999 14:05:43.938198000 CET";"172.16.112.100";"204.202.129.234";"6";376
"2699";"Mar  8, 1999 14:05:43.952706000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2700";"Mar  8, 1999 14:05:43.960151000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2701";"Mar  8, 1999 14:05:43.964130000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2702";"Mar  8, 1999 14:05:43.964553000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2703";"Mar  8, 1999 14:05:43.969414000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2704";"Mar  8, 1999 14:05:43.969531000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2705";"Mar  8, 1999 14:05:43.970439000 CET";"172.16.112.100";"204.202.129.234";"6";377
"2706";"Mar  8, 1999 14:05:43.992696000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2707";"Mar  8, 1999 14:05:44.004589000 CET";"204.202.129.234";"172.16.112.100";"6";783
"2708";"Mar  8, 1999 14:05:44.007269000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2709";"Mar  8, 1999 14:05:44.007431000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2710";"Mar  8, 1999 14:05:44.013219000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2711";"Mar  8, 1999 14:05:44.017079000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2712";"Mar  8, 1999 14:05:44.019409000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2713";"Mar  8, 1999 14:05:44.024333000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2714";"Mar  8, 1999 14:05:44.024455000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2715";"Mar  8, 1999 14:05:44.025359000 CET";"172.16.112.100";"204.202.129.234";"6";371
"2716";"Mar  8, 1999 14:05:44.042646000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2717";"Mar  8, 1999 14:05:44.052001000 CET";"204.202.129.234";"172.16.112.100";"6";235
"2718";"Mar  8, 1999 14:05:44.055260000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2719";"Mar  8, 1999 14:05:44.055417000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2720";"Mar  8, 1999 14:05:44.057250000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2721";"Mar  8, 1999 14:05:44.060303000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2722";"Mar  8, 1999 14:05:44.060829000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2723";"Mar  8, 1999 14:05:44.064605000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2724";"Mar  8, 1999 14:05:44.064722000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2725";"Mar  8, 1999 14:05:44.065620000 CET";"172.16.112.100";"204.202.129.234";"6";371
"2726";"Mar  8, 1999 14:05:44.082634000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2727";"Mar  8, 1999 14:05:44.120532000 CET";"204.202.129.234";"172.16.112.100";"6";237
"2728";"Mar  8, 1999 14:05:44.124097000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2729";"Mar  8, 1999 14:05:44.124250000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2730";"Mar  8, 1999 14:05:44.126096000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2731";"Mar  8, 1999 14:05:44.129302000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2732";"Mar  8, 1999 14:05:44.129526000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2733";"Mar  8, 1999 14:05:44.133638000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2734";"Mar  8, 1999 14:05:44.133760000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2735";"Mar  8, 1999 14:05:44.134657000 CET";"172.16.112.100";"204.202.129.234";"6";371
"2736";"Mar  8, 1999 14:05:44.152670000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2737";"Mar  8, 1999 14:05:44.157175000 CET";"204.202.129.234";"172.16.112.100";"6";238
"2738";"Mar  8, 1999 14:05:44.157294000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2739";"Mar  8, 1999 14:05:44.157438000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2740";"Mar  8, 1999 14:05:44.162493000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2741";"Mar  8, 1999 14:05:44.166038000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2742";"Mar  8, 1999 14:05:44.166534000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2743";"Mar  8, 1999 14:05:44.170981000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2744";"Mar  8, 1999 14:05:44.171097000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2745";"Mar  8, 1999 14:05:44.171997000 CET";"172.16.112.100";"204.202.129.234";"6";371
"2746";"Mar  8, 1999 14:05:44.179133000 CET";"204.202.129.234";"172.16.112.100";"6";232
"2747";"Mar  8, 1999 14:05:44.179203000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2748";"Mar  8, 1999 14:05:44.179331000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2749";"Mar  8, 1999 14:05:44.184518000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2750";"Mar  8, 1999 14:05:44.187882000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2751";"Mar  8, 1999 14:05:44.188373000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2752";"Mar  8, 1999 14:05:44.192761000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2753";"Mar  8, 1999 14:05:44.192874000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2754";"Mar  8, 1999 14:05:44.192965000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2755";"Mar  8, 1999 14:05:44.193800000 CET";"172.16.112.100";"204.202.129.234";"6";373
"2756";"Mar  8, 1999 14:05:44.212656000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2757";"Mar  8, 1999 14:05:44.222644000 CET";"204.202.129.234";"172.16.112.100";"6";232
"2758";"Mar  8, 1999 14:05:44.222714000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2759";"Mar  8, 1999 14:05:44.222844000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2760";"Mar  8, 1999 14:05:44.228164000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2761";"Mar  8, 1999 14:05:44.231693000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2762";"Mar  8, 1999 14:05:44.232182000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2763";"Mar  8, 1999 14:05:44.236591000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2764";"Mar  8, 1999 14:05:44.236708000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2765";"Mar  8, 1999 14:05:44.237586000 CET";"172.16.112.100";"204.202.129.234";"6";372
"2766";"Mar  8, 1999 14:05:44.244853000 CET";"204.202.129.234";"172.16.112.100";"6";232
"2767";"Mar  8, 1999 14:05:44.244921000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2768";"Mar  8, 1999 14:05:44.245049000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2769";"Mar  8, 1999 14:05:44.250369000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2770";"Mar  8, 1999 14:05:44.254058000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2771";"Mar  8, 1999 14:05:44.254257000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2772";"Mar  8, 1999 14:05:44.254460000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2773";"Mar  8, 1999 14:05:44.259276000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2774";"Mar  8, 1999 14:05:44.259399000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2775";"Mar  8, 1999 14:05:44.260302000 CET";"172.16.112.100";"204.202.129.234";"6";370
"2776";"Mar  8, 1999 14:05:44.282587000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2777";"Mar  8, 1999 14:05:44.283456000 CET";"204.202.129.234";"172.16.112.100";"6";232
"2778";"Mar  8, 1999 14:05:44.283524000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2779";"Mar  8, 1999 14:05:44.283657000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2780";"Mar  8, 1999 14:05:44.289005000 CET";"172.16.112.100";"204.202.129.234";"6";60
"2781";"Mar  8, 1999 14:05:44.292880000 CET";"204.202.129.234";"172.16.112.100";"6";60
"2782";"Mar  8, 1999 14:05:44.309387000 CET";"172.16.112.100";"204.202.129.234";"6";60
